Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
3957,Western,West Bengal,Chennai,Landmark 3957,Theme Park,1775,0.8,3.3,94,No,None,Environmental,Yes,1.48,Night
3958,Western,Delhi,Lucknow,Landmark 3958,War Memorial,1590,0.8,3.9,124,Yes,Tuesday,Environmental,Yes,4.4,Night
3959,Southern,Delhi,Delhi,Landmark 3959,Theme Park,1824,0.7,3.9,153,No,Monday,Cultural,Yes,1.52,Morning
3960,Southern,Uttar Pradesh,Mumbai,Landmark 3960,Observatory,1724,4.2,3.4,128,No,Tuesday,Religious,No,2.84,Afternoon
3961,Eastern,Maharashtra,Mumbai,Landmark 3961,Temple,1846,4.3,3.2,160,No,None,Cultural,Yes,3.19,Evening
3962,Eastern,Tamil Nadu,Kolkata,Landmark 3962,Beach,1973,3.9,3.6,58,Yes,Thursday,Environmental,Yes,1.42,Morning
3963,Eastern,Delhi,Kolkata,Landmark 3963,War Memorial,1734,4.4,4.2,73,Yes,None,Religious,No,1.81,Evening
3964,Central,Uttar Pradesh,Delhi,Landmark 3964,Fort,1611,2.8,4.7,155,No,Tuesday,Scientific,No,2.68,Evening
3965,Southern,Maharashtra,Mumbai,Landmark 3965,Fort,1637,0.9,3.3,46,No,Wednesday,Cultural,No,2.48,Evening
3966,Eastern,West Bengal,Lucknow,Landmark 3966,Fort,1633,3.8,4.9,51,Yes,None,Cultural,Yes,4.17,Evening
3967,Western,Delhi,Delhi,Landmark 3967,Theme Park,1708,5.1,4.7,92,Yes,Monday,Environmental,No,2.43,Evening
3968,Central,Maharashtra,Lucknow,Landmark 3968,Temple,1825,1.5,4.7,188,Yes,Tuesday,Historical,Yes,3.22,Morning
3969,Eastern,Maharashtra,Lucknow,Landmark 3969,Theme Park,1721,0.6,3.7,74,Yes,Monday,Environmental,No,1.36,Night
3970,Central,Maharashtra,Delhi,Landmark 3970,War Memorial,1832,4.8,4.5,67,Yes,None,Historical,No,1.46,Evening
3971,Eastern,West Bengal,Chennai,Landmark 3971,Museum,1787,5.8,4.4,37,Yes,Tuesday,Scientific,Yes,4.61,Afternoon
3972,Northern,West Bengal,Mumbai,Landmark 3972,Museum,1910,3.1,4.9,12,No,None,Religious,Yes,4.35,Evening
3973,Eastern,Delhi,Mumbai,Landmark 3973,Theme Park,1788,4.3,4.6,118,No,Tuesday,Scientific,Yes,1.68,Morning
3974,Eastern,Uttar Pradesh,Chennai,Landmark 3974,Beach,1741,2.0,3.0,149,No,Monday,Environmental,Yes,3.24,Evening
3975,Northern,West Bengal,Delhi,Landmark 3975,Fort,1816,5.0,3.6,148,No,Thursday,Recreational,Yes,4.8,Morning
3976,Central,Uttar Pradesh,Delhi,Landmark 3976,Tomb,1985,1.9,4.2,180,No,Wednesday,Historical,Yes,4.6,Evening
3977,Southern,Uttar Pradesh,Lucknow,Landmark 3977,War Memorial,1622,1.4,4.8,168,Yes,None,Religious,Yes,3.08,Evening
3978,Central,Tamil Nadu,Delhi,Landmark 3978,Museum,1550,3.3,3.9,188,No,Tuesday,Scientific,No,4.32,Morning
3979,Southern,Delhi,Chennai,Landmark 3979,Fort,1943,5.0,3.2,30,Yes,Monday,Cultural,No,4.18,Afternoon
3980,Western,Uttar Pradesh,Chennai,Landmark 3980,Museum,1794,3.9,5.0,167,No,Monday,Historical,Yes,2.25,Night
3981,Western,Maharashtra,Chennai,Landmark 3981,Fort,1652,1.0,4.3,95,Yes,Wednesday,Scientific,Yes,2.87,Evening
3982,Central,Tamil Nadu,Lucknow,Landmark 3982,Theme Park,1678,4.5,4.6,49,No,Wednesday,Environmental,Yes,4.82,Night
3983,Central,West Bengal,Kolkata,Landmark 3983,Museum,1715,5.7,4.7,77,No,Friday,Recreational,Yes,1.48,Evening
3984,Eastern,West Bengal,Delhi,Landmark 3984,Theme Park,1776,5.1,3.5,169,No,Wednesday,Religious,Yes,1.75,Night
3985,Northern,Tamil Nadu,Delhi,Landmark 3985,Fort,1841,1.1,3.9,136,No,Tuesday,Religious,Yes,2.95,Afternoon
3986,Central,Delhi,Mumbai,Landmark 3986,Fort,1729,5.6,3.9,126,Yes,None,Environmental,Yes,2.14,Morning
3987,Western,Uttar Pradesh,Lucknow,Landmark 3987,Theme Park,1561,1.7,4.9,198,Yes,Thursday,Religious,No,4.02,Evening
3988,Northern,West Bengal,Mumbai,Landmark 3988,Beach,1697,5.8,4.1,64,No,Wednesday,Historical,Yes,1.96,Evening
3989,Western,West Bengal,Lucknow,Landmark 3989,Beach,1559,2.9,4.1,128,No,Monday,Scientific,No,3.26,Evening
3990,Northern,Tamil Nadu,Chennai,Landmark 3990,Beach,1716,4.9,4.8,88,Yes,Tuesday,Cultural,No,3.33,Night
3991,Western,West Bengal,Mumbai,Landmark 3991,Fort,1794,1.5,4.1,118,Yes,Tuesday,Recreational,Yes,3.63,Evening
3992,Southern,Delhi,Delhi,Landmark 3992,Temple,1882,0.6,3.9,186,No,Friday,Religious,Yes,0.19,Night
3993,Central,Maharashtra,Lucknow,Landmark 3993,Museum,1772,1.5,4.5,167,Yes,Tuesday,Religious,No,4.38,Morning
3994,Central,Maharashtra,Delhi,Landmark 3994,Fort,1755,1.1,4.5,6,Yes,Monday,Recreational,No,3.22,Afternoon
3995,Eastern,Uttar Pradesh,Kolkata,Landmark 3995,Theme Park,2008,0.5,4.3,100,No,Wednesday,Scientific,Yes,3.46,Morning
3996,Southern,Uttar Pradesh,Mumbai,Landmark 3996,Theme Park,1909,5.3,3.4,193,Yes,None,Scientific,No,3.37,Evening
3997,Central,Maharashtra,Chennai,Landmark 3997,War Memorial,1917,4.8,3.1,34,No,Monday,Cultural,Yes,2.11,Afternoon
3998,Northern,Tamil Nadu,Delhi,Landmark 3998,Observatory,1990,0.5,3.6,59,No,Friday,Religious,No,1.26,Afternoon
3999,Northern,Maharashtra,Chennai,Landmark 3999,War Memorial,1668,1.6,4.9,190,Yes,Tuesday,Religious,No,2.85,Afternoon
4000,Northern,Tamil Nadu,Chennai,Landmark 4000,Museum,1520,5.1,4.6,30,No,Tuesday,Cultural,Yes,2.99,Afternoon
4001,Central,Uttar Pradesh,Lucknow,Landmark 4001,Beach,1619,3.0,3.7,169,No,Tuesday,Historical,No,1.8,Afternoon
4002,Western,Uttar Pradesh,Mumbai,Landmark 4002,Tomb,1730,1.6,3.6,157,No,Monday,Scientific,Yes,4.62,Afternoon
4003,Eastern,Uttar Pradesh,Mumbai,Landmark 4003,Museum,1620,1.9,4.5,8,No,Monday,Cultural,Yes,3.92,Morning
4004,Western,West Bengal,Lucknow,Landmark 4004,Theme Park,1949,3.2,3.6,195,Yes,Tuesday,Religious,No,3.91,Night
4005,Central,Maharashtra,Delhi,Landmark 4005,Tomb,1840,0.9,3.5,192,No,Thursday,Cultural,No,4.17,Afternoon
4006,Northern,West Bengal,Delhi,Landmark 4006,Temple,1709,1.3,4.4,98,No,Tuesday,Historical,Yes,3.03,Night
4007,Central,Maharashtra,Mumbai,Landmark 4007,War Memorial,1888,1.7,3.4,92,No,Friday,Environmental,No,2.04,Afternoon
4008,Eastern,West Bengal,Mumbai,Landmark 4008,Tomb,1751,1.4,3.5,64,Yes,Tuesday,Scientific,No,3.71,Morning
4009,Eastern,Maharashtra,Kolkata,Landmark 4009,Fort,1793,5.7,3.4,77,Yes,Friday,Historical,No,0.59,Night
4010,Southern,Tamil Nadu,Delhi,Landmark 4010,Fort,1515,5.9,4.2,77,Yes,None,Historical,No,1.51,Night
4011,Central,Maharashtra,Kolkata,Landmark 4011,Museum,1670,3.0,3.1,42,No,None,Scientific,Yes,2.5,Evening
4012,Central,West Bengal,Kolkata,Landmark 4012,Theme Park,1588,0.7,4.2,38,Yes,None,Scientific,Yes,3.44,Afternoon
4013,Central,Uttar Pradesh,Delhi,Landmark 4013,Tomb,1745,4.1,3.3,165,No,None,Historical,Yes,1.44,Evening
4014,Southern,Maharashtra,Chennai,Landmark 4014,Fort,1629,2.8,4.0,45,No,Wednesday,Scientific,No,4.52,Afternoon
4015,Southern,West Bengal,Chennai,Landmark 4015,Tomb,1554,2.3,4.5,176,No,Tuesday,Scientific,Yes,2.18,Evening
4016,Eastern,West Bengal,Lucknow,Landmark 4016,Tomb,1744,1.5,4.3,3,Yes,Thursday,Environmental,No,1.55,Night
4017,Central,West Bengal,Lucknow,Landmark 4017,Tomb,1575,4.6,3.2,121,Yes,Thursday,Cultural,Yes,0.16,Morning
4018,Northern,Tamil Nadu,Mumbai,Landmark 4018,Beach,1855,1.6,4.4,90,Yes,Wednesday,Environmental,No,1.97,Night
4019,Central,Uttar Pradesh,Mumbai,Landmark 4019,Fort,1505,5.0,3.7,25,Yes,Tuesday,Environmental,No,4.98,Morning
4020,Northern,Maharashtra,Chennai,Landmark 4020,Theme Park,1681,0.6,3.7,41,Yes,None,Recreational,No,0.25,Evening
4021,Western,Maharashtra,Kolkata,Landmark 4021,Beach,1670,1.9,4.8,137,Yes,Thursday,Cultural,Yes,3.91,Night
4022,Northern,West Bengal,Kolkata,Landmark 4022,Theme Park,1685,1.5,3.4,18,Yes,Thursday,Religious,No,3.91,Afternoon
4023,Northern,Maharashtra,Kolkata,Landmark 4023,Tomb,1589,5.2,4.9,175,Yes,Thursday,Environmental,No,0.63,Evening
4024,Northern,Tamil Nadu,Kolkata,Landmark 4024,Beach,1791,1.1,4.7,29,No,Friday,Recreational,No,2.9,Morning
4025,Western,Uttar Pradesh,Lucknow,Landmark 4025,Tomb,1579,4.4,4.1,80,Yes,None,Recreational,Yes,3.71,Afternoon
4026,Eastern,Delhi,Mumbai,Landmark 4026,Temple,1811,4.6,3.8,5,Yes,Wednesday,Historical,No,2.31,Evening
4027,Western,Delhi,Delhi,Landmark 4027,Theme Park,1506,1.5,4.9,177,Yes,Friday,Recreational,Yes,3.89,Evening
4028,Northern,Tamil Nadu,Delhi,Landmark 4028,Temple,1932,1.7,3.8,192,No,Tuesday,Environmental,No,1.13,Afternoon
4029,Southern,Uttar Pradesh,Kolkata,Landmark 4029,Temple,1621,0.7,4.0,164,Yes,Monday,Recreational,No,4.98,Afternoon
4030,Eastern,Tamil Nadu,Chennai,Landmark 4030,Observatory,1738,3.8,3.4,164,No,Monday,Recreational,No,3.89,Night
4031,Western,Tamil Nadu,Kolkata,Landmark 4031,Temple,1896,0.7,3.8,101,No,Monday,Religious,No,4.49,Evening
4032,Eastern,Delhi,Mumbai,Landmark 4032,Temple,1990,4.6,3.8,192,No,Wednesday,Historical,Yes,2.82,Morning
4033,Eastern,Delhi,Chennai,Landmark 4033,Museum,1850,0.6,4.7,112,No,Tuesday,Religious,Yes,3.85,Night
4034,Central,Uttar Pradesh,Chennai,Landmark 4034,Fort,1594,1.2,3.8,31,No,Monday,Recreational,Yes,4.88,Morning
4035,Eastern,Uttar Pradesh,Mumbai,Landmark 4035,War Memorial,1770,5.7,3.4,164,Yes,Tuesday,Cultural,Yes,0.82,Night
4036,Northern,Uttar Pradesh,Lucknow,Landmark 4036,Temple,1633,1.9,4.0,49,Yes,Tuesday,Cultural,No,0.64,Night
4037,Eastern,West Bengal,Chennai,Landmark 4037,War Memorial,1967,2.9,4.4,191,Yes,None,Environmental,No,0.61,Night
4038,Western,Uttar Pradesh,Delhi,Landmark 4038,Observatory,1680,2.7,3.9,141,Yes,Thursday,Environmental,Yes,2.51,Night
4039,Western,Maharashtra,Chennai,Landmark 4039,Observatory,1986,2.2,3.1,67,Yes,Wednesday,Environmental,Yes,4.28,Morning
4040,Western,Tamil Nadu,Mumbai,Landmark 4040,Observatory,1620,3.7,4.7,110,No,Friday,Recreational,No,4.57,Afternoon
4041,Southern,Uttar Pradesh,Mumbai,Landmark 4041,Observatory,1991,2.8,4.7,108,Yes,Tuesday,Environmental,Yes,2.01,Morning
4042,Central,Tamil Nadu,Chennai,Landmark 4042,Theme Park,1617,4.5,3.5,180,No,Thursday,Scientific,No,2.22,Evening
4043,Western,Uttar Pradesh,Chennai,Landmark 4043,Museum,1505,2.5,4.5,196,No,Wednesday,Religious,Yes,1.63,Afternoon
4044,Western,West Bengal,Mumbai,Landmark 4044,Fort,1774,5.3,4.4,197,No,None,Recreational,No,3.21,Evening
4045,Eastern,Uttar Pradesh,Lucknow,Landmark 4045,Museum,1595,4.2,4.8,23,No,Tuesday,Recreational,No,4.64,Evening
4046,Eastern,West Bengal,Delhi,Landmark 4046,Theme Park,1946,0.6,3.5,105,No,None,Historical,No,1.97,Morning
4047,Northern,West Bengal,Mumbai,Landmark 4047,Tomb,1547,5.3,4.0,156,No,None,Religious,Yes,1.05,Night
4048,Central,Maharashtra,Chennai,Landmark 4048,Observatory,1673,2.8,4.8,130,No,Friday,Historical,Yes,0.61,Night
4049,Eastern,Tamil Nadu,Kolkata,Landmark 4049,Theme Park,1565,2.1,3.0,191,Yes,None,Religious,Yes,0.37,Morning
4050,Northern,Tamil Nadu,Kolkata,Landmark 4050,Museum,1715,1.4,3.9,164,Yes,Tuesday,Historical,Yes,2.75,Morning
4051,Central,Delhi,Mumbai,Landmark 4051,Fort,1905,1.0,4.6,86,No,Tuesday,Scientific,No,3.95,Morning
4052,Southern,Delhi,Kolkata,Landmark 4052,Beach,1851,0.5,3.3,25,Yes,Monday,Recreational,No,4.58,Night
4053,Western,Tamil Nadu,Lucknow,Landmark 4053,Tomb,1949,4.4,4.4,34,No,Monday,Religious,No,4.07,Afternoon
4054,Northern,Delhi,Delhi,Landmark 4054,Observatory,1568,2.7,4.2,153,No,Wednesday,Religious,Yes,3.84,Night
4055,Eastern,West Bengal,Delhi,Landmark 4055,Fort,1752,1.4,3.8,0,No,Thursday,Historical,No,1.33,Afternoon
4056,Eastern,Maharashtra,Lucknow,Landmark 4056,Temple,1846,2.9,4.5,74,Yes,Wednesday,Recreational,No,4.35,Afternoon
4057,Southern,Delhi,Lucknow,Landmark 4057,Theme Park,1883,1.2,4.2,148,Yes,Thursday,Religious,No,4.04,Evening
4058,Eastern,West Bengal,Lucknow,Landmark 4058,Theme Park,1683,2.7,4.5,145,No,None,Religious,No,3.54,Night
4059,Central,West Bengal,Mumbai,Landmark 4059,Fort,1829,4.4,4.6,9,Yes,Monday,Religious,Yes,1.53,Morning
4060,Western,Tamil Nadu,Mumbai,Landmark 4060,Beach,1840,3.8,4.9,18,Yes,Wednesday,Cultural,Yes,2.56,Afternoon
4061,Northern,West Bengal,Lucknow,Landmark 4061,Temple,1940,5.7,3.9,43,No,Friday,Religious,Yes,4.53,Evening
4062,Northern,Delhi,Lucknow,Landmark 4062,Theme Park,1847,5.9,4.4,12,Yes,Wednesday,Historical,No,2.75,Evening
4063,Northern,West Bengal,Chennai,Landmark 4063,Fort,1737,2.0,3.9,25,No,None,Historical,Yes,0.82,Night
4064,Western,Delhi,Kolkata,Landmark 4064,Museum,1502,4.1,3.0,12,Yes,Friday,Religious,No,0.57,Afternoon
4065,Eastern,West Bengal,Mumbai,Landmark 4065,Fort,1693,2.3,3.8,71,Yes,Friday,Recreational,Yes,1.78,Night
4066,Northern,Tamil Nadu,Chennai,Landmark 4066,Beach,1549,2.2,3.7,188,No,Friday,Environmental,Yes,2.26,Afternoon
4067,Northern,Delhi,Lucknow,Landmark 4067,Theme Park,1854,4.8,5.0,163,Yes,Monday,Environmental,No,1.87,Afternoon
4068,Southern,Tamil Nadu,Delhi,Landmark 4068,Observatory,1883,2.3,4.3,183,Yes,Wednesday,Environmental,Yes,3.32,Afternoon
4069,Western,Tamil Nadu,Delhi,Landmark 4069,Tomb,1762,0.9,4.3,12,Yes,Friday,Environmental,No,2.26,Night
4070,Central,Uttar Pradesh,Mumbai,Landmark 4070,Observatory,1917,3.7,3.1,128,Yes,Tuesday,Recreational,No,2.43,Night
4071,Western,Delhi,Delhi,Landmark 4071,War Memorial,1967,3.4,4.1,123,Yes,Friday,Historical,No,3.83,Night
4072,Northern,Maharashtra,Mumbai,Landmark 4072,Observatory,1661,4.9,4.4,85,Yes,Thursday,Scientific,No,0.93,Night
4073,Northern,West Bengal,Delhi,Landmark 4073,Beach,1895,0.9,4.3,188,No,Monday,Religious,No,4.82,Afternoon
4074,Northern,Uttar Pradesh,Delhi,Landmark 4074,Beach,1953,4.9,4.4,181,Yes,Wednesday,Historical,Yes,2.74,Night
4075,Eastern,Tamil Nadu,Kolkata,Landmark 4075,Museum,1869,1.9,5.0,72,Yes,Thursday,Recreational,No,3.7,Evening
4076,Eastern,West Bengal,Kolkata,Landmark 4076,Observatory,1740,4.1,3.5,118,Yes,Monday,Historical,No,3.93,Night
4077,Western,Delhi,Mumbai,Landmark 4077,Temple,1884,4.6,3.4,33,Yes,Friday,Religious,No,2.95,Morning
4078,Western,Maharashtra,Mumbai,Landmark 4078,Observatory,1990,2.3,4.4,83,No,Wednesday,Recreational,Yes,3.85,Afternoon
4079,Southern,Delhi,Mumbai,Landmark 4079,Theme Park,1721,1.8,3.0,178,No,Wednesday,Cultural,No,2.58,Evening
4080,Western,Delhi,Lucknow,Landmark 4080,Temple,1981,4.8,4.4,64,No,Monday,Historical,No,0.43,Night
4081,Eastern,Uttar Pradesh,Mumbai,Landmark 4081,Museum,1875,5.4,3.9,20,Yes,Wednesday,Recreational,Yes,4.8,Morning
4082,Northern,West Bengal,Lucknow,Landmark 4082,Fort,1638,5.6,4.1,13,No,Friday,Historical,Yes,1.19,Night
4083,Western,Tamil Nadu,Chennai,Landmark 4083,Beach,1564,4.1,3.3,98,No,Tuesday,Environmental,Yes,2.81,Night
4084,Southern,Tamil Nadu,Kolkata,Landmark 4084,Museum,1844,4.9,4.5,10,Yes,Thursday,Historical,No,3.21,Afternoon
4085,Central,Uttar Pradesh,Chennai,Landmark 4085,Observatory,1574,0.8,3.1,42,No,None,Cultural,Yes,1.15,Night
4086,Western,Uttar Pradesh,Delhi,Landmark 4086,Beach,1622,4.2,3.4,121,Yes,Thursday,Cultural,Yes,3.54,Night
4087,Northern,Delhi,Mumbai,Landmark 4087,Beach,1668,3.7,4.0,138,No,Wednesday,Religious,Yes,1.79,Afternoon
4088,Eastern,Uttar Pradesh,Kolkata,Landmark 4088,Theme Park,1773,0.7,3.6,198,No,None,Scientific,No,1.74,Morning
4089,Northern,Maharashtra,Chennai,Landmark 4089,Observatory,1883,4.8,4.3,58,No,Thursday,Recreational,Yes,0.18,Evening
4090,Northern,West Bengal,Kolkata,Landmark 4090,Observatory,1508,2.5,3.4,27,Yes,Tuesday,Historical,Yes,3.72,Afternoon
4091,Eastern,Delhi,Chennai,Landmark 4091,Fort,1855,2.5,3.6,179,No,Friday,Scientific,No,4.46,Afternoon
4092,Northern,Delhi,Lucknow,Landmark 4092,Fort,1742,1.1,3.1,183,Yes,Monday,Cultural,No,3.56,Night
4093,Eastern,West Bengal,Lucknow,Landmark 4093,Temple,1867,5.6,4.2,97,No,None,Recreational,Yes,1.08,Night
4094,Eastern,Tamil Nadu,Kolkata,Landmark 4094,Tomb,1737,0.8,3.7,56,Yes,Monday,Cultural,Yes,1.07,Morning
4095,Southern,Tamil Nadu,Chennai,Landmark 4095,Observatory,1615,3.8,3.6,163,Yes,Tuesday,Recreational,No,2.32,Night
4096,Southern,West Bengal,Mumbai,Landmark 4096,Museum,2007,3.8,4.2,74,No,None,Cultural,No,4.84,Night
4097,Southern,Delhi,Mumbai,Landmark 4097,Tomb,1890,0.9,4.1,151,Yes,Friday,Environmental,No,1.04,Morning
4098,Southern,Maharashtra,Chennai,Landmark 4098,Theme Park,1759,3.2,3.0,4,No,Friday,Recreational,Yes,1.26,Morning
4099,Southern,West Bengal,Kolkata,Landmark 4099,Theme Park,1753,4.4,3.7,79,Yes,Monday,Scientific,No,1.92,Morning
4100,Eastern,Maharashtra,Mumbai,Landmark 4100,War Memorial,1903,3.5,4.3,127,No,None,Religious,Yes,4.93,Night
4101,Eastern,Uttar Pradesh,Kolkata,Landmark 4101,Fort,1905,5.2,4.5,110,No,Friday,Cultural,No,2.26,Afternoon
4102,Eastern,Uttar Pradesh,Chennai,Landmark 4102,Fort,1527,5.4,4.1,169,No,Friday,Cultural,No,4.76,Night
4103,Western,Tamil Nadu,Mumbai,Landmark 4103,Tomb,1663,4.9,3.2,145,No,Tuesday,Scientific,Yes,1.62,Evening
4104,Eastern,Tamil Nadu,Chennai,Landmark 4104,Beach,1686,4.0,4.4,172,No,Tuesday,Cultural,No,0.94,Night
4105,Central,Maharashtra,Kolkata,Landmark 4105,Fort,1738,0.7,4.2,136,Yes,Monday,Environmental,No,3.94,Night
4106,Western,Delhi,Lucknow,Landmark 4106,Theme Park,1881,3.5,4.4,189,No,Thursday,Recreational,Yes,3.87,Morning
4107,Central,West Bengal,Chennai,Landmark 4107,Museum,1596,3.7,4.5,78,No,Monday,Cultural,No,3.49,Night
4108,Eastern,West Bengal,Chennai,Landmark 4108,Tomb,1717,5.2,3.8,71,Yes,Thursday,Recreational,Yes,2.04,Morning
4109,Southern,Uttar Pradesh,Lucknow,Landmark 4109,Fort,1992,3.3,3.5,115,Yes,Wednesday,Religious,No,2.75,Morning
4110,Central,Delhi,Kolkata,Landmark 4110,Temple,1743,1.6,3.8,59,Yes,Friday,Recreational,No,1.01,Afternoon
4111,Western,Uttar Pradesh,Lucknow,Landmark 4111,Observatory,1962,3.4,3.1,178,No,Thursday,Religious,Yes,1.45,Afternoon
4112,Northern,West Bengal,Chennai,Landmark 4112,Temple,1554,0.6,4.8,32,Yes,Tuesday,Scientific,Yes,1.81,Afternoon
4113,Eastern,Tamil Nadu,Mumbai,Landmark 4113,Theme Park,1818,5.7,3.8,45,Yes,Wednesday,Cultural,Yes,3.73,Night
4114,Southern,Maharashtra,Mumbai,Landmark 4114,Beach,1684,1.8,4.8,182,Yes,Monday,Scientific,No,2.76,Afternoon
4115,Central,Delhi,Lucknow,Landmark 4115,Temple,1512,1.5,3.2,126,No,None,Religious,No,4.88,Night
4116,Southern,Tamil Nadu,Lucknow,Landmark 4116,Museum,1715,1.1,3.5,104,No,Wednesday,Scientific,No,4.84,Morning
4117,Northern,Delhi,Mumbai,Landmark 4117,Beach,1673,5.9,3.6,95,Yes,Friday,Religious,No,4.33,Night
4118,Central,Delhi,Kolkata,Landmark 4118,Fort,1936,2.6,3.3,106,Yes,Friday,Environmental,No,1.76,Afternoon
4119,Central,Tamil Nadu,Lucknow,Landmark 4119,Observatory,1766,1.4,4.4,121,Yes,Monday,Recreational,No,5.0,Night
4120,Eastern,Maharashtra,Kolkata,Landmark 4120,Temple,1929,4.2,5.0,151,No,Thursday,Recreational,No,2.65,Morning
4121,Western,West Bengal,Kolkata,Landmark 4121,War Memorial,1678,1.9,5.0,62,No,Monday,Religious,Yes,1.49,Evening
4122,Central,Tamil Nadu,Chennai,Landmark 4122,Temple,1668,3.4,4.8,111,Yes,Friday,Recreational,Yes,3.5,Evening
4123,Western,Maharashtra,Chennai,Landmark 4123,Observatory,1794,3.4,3.8,88,No,None,Recreational,No,3.98,Morning
4124,Western,Delhi,Mumbai,Landmark 4124,Beach,1866,2.9,4.2,141,No,Friday,Historical,No,4.6,Night
4125,Northern,Maharashtra,Chennai,Landmark 4125,Fort,1912,5.1,4.5,139,Yes,Thursday,Religious,No,0.57,Night
4126,Western,Maharashtra,Mumbai,Landmark 4126,Theme Park,1932,0.6,3.3,139,No,Friday,Cultural,Yes,0.34,Morning
4127,Central,West Bengal,Delhi,Landmark 4127,Fort,1873,3.6,3.8,48,Yes,None,Scientific,No,3.93,Evening
4128,Northern,Delhi,Lucknow,Landmark 4128,Tomb,1632,5.8,3.4,173,No,None,Scientific,Yes,4.59,Evening
4129,Eastern,West Bengal,Mumbai,Landmark 4129,Fort,1915,3.6,3.5,65,No,Monday,Environmental,Yes,0.17,Night
4130,Central,Uttar Pradesh,Chennai,Landmark 4130,Temple,1720,5.0,4.7,163,No,Tuesday,Environmental,No,2.0,Night
4131,Western,Tamil Nadu,Delhi,Landmark 4131,Museum,1825,2.2,4.8,188,No,Tuesday,Cultural,Yes,4.73,Afternoon
4132,Western,Delhi,Delhi,Landmark 4132,Tomb,1665,2.1,4.9,9,No,Tuesday,Religious,Yes,1.04,Morning
4133,Southern,Tamil Nadu,Lucknow,Landmark 4133,Fort,1576,3.3,4.4,94,Yes,Thursday,Scientific,No,2.53,Night
4134,Western,Tamil Nadu,Chennai,Landmark 4134,Museum,1533,0.9,3.7,47,Yes,Tuesday,Religious,Yes,2.87,Afternoon
4135,Northern,Maharashtra,Kolkata,Landmark 4135,Beach,1543,3.5,3.5,93,Yes,Monday,Recreational,No,3.79,Afternoon
4136,Western,Maharashtra,Lucknow,Landmark 4136,Temple,1684,1.3,3.6,154,Yes,Tuesday,Recreational,Yes,3.3,Night
4137,Western,Delhi,Chennai,Landmark 4137,Tomb,1910,3.1,4.1,50,Yes,None,Recreational,Yes,1.03,Afternoon
4138,Central,Tamil Nadu,Kolkata,Landmark 4138,War Memorial,1551,5.3,4.3,134,Yes,Wednesday,Historical,Yes,0.39,Afternoon
4139,Southern,Maharashtra,Delhi,Landmark 4139,Beach,1558,2.7,3.7,19,Yes,Friday,Scientific,No,2.31,Morning
4140,Northern,Tamil Nadu,Delhi,Landmark 4140,Tomb,1755,5.1,4.4,61,No,Thursday,Scientific,Yes,4.19,Night
4141,Northern,Maharashtra,Kolkata,Landmark 4141,Tomb,1669,2.2,4.2,9,No,Tuesday,Religious,Yes,2.27,Night
4142,Eastern,Maharashtra,Mumbai,Landmark 4142,Museum,1655,2.0,3.0,0,No,Wednesday,Environmental,No,3.87,Afternoon
4143,Central,Delhi,Lucknow,Landmark 4143,Temple,1504,4.3,3.3,139,Yes,Thursday,Environmental,Yes,4.72,Morning
4144,Central,Tamil Nadu,Lucknow,Landmark 4144,Theme Park,1712,4.8,3.7,75,No,Monday,Recreational,No,1.26,Evening
4145,Eastern,Tamil Nadu,Chennai,Landmark 4145,War Memorial,1799,2.6,4.2,169,Yes,Monday,Environmental,Yes,4.8,Night
4146,Southern,Delhi,Lucknow,Landmark 4146,Observatory,1648,3.9,4.3,119,Yes,None,Recreational,No,1.0,Evening
4147,Central,Tamil Nadu,Kolkata,Landmark 4147,Beach,1951,4.0,4.0,102,No,Friday,Environmental,No,1.57,Morning
4148,Western,West Bengal,Delhi,Landmark 4148,Theme Park,1553,5.9,3.7,108,Yes,Friday,Scientific,No,4.58,Night
4149,Northern,Maharashtra,Chennai,Landmark 4149,Museum,1935,5.8,4.1,109,Yes,Thursday,Religious,Yes,0.33,Evening
4150,Central,West Bengal,Kolkata,Landmark 4150,Fort,1770,3.3,3.2,36,Yes,Wednesday,Scientific,Yes,3.32,Afternoon
4151,Central,Delhi,Lucknow,Landmark 4151,Tomb,1815,5.0,4.7,182,Yes,Thursday,Environmental,No,3.47,Evening
4152,Western,Tamil Nadu,Delhi,Landmark 4152,Fort,1701,1.6,4.7,190,Yes,Thursday,Recreational,Yes,2.75,Night
4153,Northern,Maharashtra,Kolkata,Landmark 4153,Beach,1753,5.9,3.5,55,Yes,Wednesday,Scientific,No,2.21,Evening
4154,Southern,Uttar Pradesh,Chennai,Landmark 4154,Fort,1723,4.8,3.3,181,Yes,Tuesday,Scientific,No,1.17,Afternoon
4155,Southern,Uttar Pradesh,Kolkata,Landmark 4155,War Memorial,1530,4.5,4.1,177,Yes,None,Historical,No,0.18,Night
4156,Eastern,West Bengal,Kolkata,Landmark 4156,Observatory,1897,2.8,4.3,128,No,None,Religious,No,3.01,Night
4157,Southern,Maharashtra,Lucknow,Landmark 4157,War Memorial,1776,5.7,4.3,32,Yes,None,Scientific,Yes,2.79,Afternoon
